1.000000	0.005000	0
0.9893		0.008168	0
0.973054	0.013008	0
0.952649	0.019008	0
0.930515	0.025434	0
0.908044	0.031992	0
0.885445	0.038654	0
0.862774	0.045397	0
0.83995		0.052236	0
0.816876	0.059184	0
0.793708	0.066167	0
0.770677	0.073091	0
0.74787		0.079912	0
0.725238	0.086629	0
0.702944	0.093179	0
0.680889	0.099563	0
0.659008	0.105795	0
0.637617	0.111759	0
0.61649		0.117495	0
0.595668	0.122977	0
0.575179	0.128178	0
0.55494		0.133106	0
0.534997	0.137739	0
0.515481	0.142029	0
0.496331	0.145972	0
0.477325	0.149604	0
0.458502	0.152918	0
0.439966	0.155882	0
0.421592	0.158517	0
0.403567	0.160791	0
0.385838	0.162698	0
0.36843		0.164235	0
0.351318	0.1654		0
0.334494	0.16619		0
0.317993	0.166603	0
0.301722	0.166637	0
0.285685	0.166298	0
0.269973	0.165591	0
0.254697	0.16452		0
0.239791	0.163077	0
0.22521		0.161266	0
0.21097		0.159093	0
0.197094	0.156567	0
0.183596	0.153694	0
0.17044		0.150473	0
0.157658	0.146921	0
0.145285	0.143055	0
0.13337		0.1389		0
0.121886	0.134457	0
0.110925	0.129782	0
0.100547	0.124911	0
0.090748	0.11986		0
0.081489	0.114631	0
0.072789	0.109261	0
0.064674	0.103787	0
0.057103	0.098211	0
0.050087	0.092567	0
0.043594	0.086859	0
0.037615	0.081111	0
0.032137	0.075353	0
0.027186	0.069652	0
0.022755	0.064036	0
0.018813	0.058505	0
0.015329	0.053054	0
0.012253	0.047688	0
0.0096		0.042494	0
0.007357	0.037473	0
0.005504	0.032574	0
0.004017	0.027673	0
0.002832	0.022592	0
0.001838	0.017311	0
0.001004	0.012212	0
0.00041		0.007593	0
0.000088	0.003424	0
0.000000	0.000000	0
0.000001	-0.000359	0
0.000134	-0.004152	0
0.00051		-0.008237	0
0.001172	-0.01265	0
0.002066	-0.017417	0
0.003172	-0.022317	0
0.004537	-0.027205	0
0.006203	-0.032064	0
0.008235	-0.03696	0
0.010641	-0.041982	0
0.013434	-0.047113	0
0.01665		-0.052358	0
0.020326	-0.057719	0
0.024485	-0.063192	0
0.02922		-0.068804	0
0.034656	-0.074688	0
0.040742	-0.080739	0
0.04751		-0.086919	0
0.054948	-0.093178	0
0.063029	-0.099449	0
0.071728	-0.105676	0
0.08106		-0.111837	0
0.090929	-0.117864	0
0.101295	-0.123688	0
0.112224	-0.12934	0
0.123673	-0.134783	0
0.135675	-0.140015	0
0.148217	-0.145026	0
0.161186	-0.149763	0
0.174521	-0.154191	0
0.18823		-0.158305	0
0.202307	-0.162104	0
0.216672	-0.165562	0
0.231268	-0.168664	0
0.24603		-0.171392	0
0.260884	-0.173734	0
0.275786	-0.17568	0
0.290709	-0.177229	0
0.305577	-0.178373	0
0.320356	-0.17911	0
0.334986	-0.179442	0
0.349329	-0.179372	0
0.363303	-0.178898	0
0.377023	-0.178008	0
0.390837	-0.176676	0
0.404936	-0.174896	0
0.419288	-0.172671	0
0.433811	-0.170009	0
0.448541	-0.166898	0
0.46333		-0.163371	0
0.478139	-0.15943	0
0.493142	-0.155023	0
0.508476	-0.150112	0
0.524139	-0.144695	0
0.54021		-0.138747	0
0.556887	-0.132199	0
0.574353	-0.124995	0
0.592509	-0.117203	0
0.611375	-0.108833	0
0.631442	-0.099721	0
0.652412	-0.090077	0
0.673834	-0.080167	0
0.694832	-0.070487	0
0.714723	-0.061444	0
0.733656	-0.053037	0
0.751653	-0.045304	0
0.768942	-0.038181	0
0.785546	-0.031672	0
0.801333	-0.025843	0
0.816498	-0.020633	0
0.83114		-0.016001	0
0.845173	-0.011968	0
0.858692	-0.008503	0
0.871876	-0.005546	0
0.884739	-0.003082	0
0.897229	-0.001109	0
0.909366	0.00039		0
0.921165	0.001435	0
0.9325		0.002042	0
0.943204	0.00222		0
0.953331	0.001982	0
0.963055	0.001347	0
0.972415	0.000321	0
0.98179		-0.001131	0
